id,game_day,kickoff_time,stadium_name,spectators_num,weather,temperature,humidity,home_team_name,home_team_id,away_team_name,away_team_id,home_score,home_score_1st,home_score_2nd,away_score,away_score_1st,away_score_2nd,home_sh,home_ck,home_fk,away_sh,away_ck,away_fk
15671,2014/03/01,14:04,ヤンマースタジアム長居,37079,雨,12.3,60.0,セレッソ大阪,cosaka,サンフレッチェ広島,hiroshima,0,0,0,1,0,1,12,4,17,10,2,13
15708,2014/03/29,14:04,キンチョウスタジアム,15232,晴のち曇,22.5,33.0,セレッソ大阪,cosaka,アルビレックス新潟,niigata,0,0,0,0,0,0,8,7,9,13,6,16
15705,2014/03/28,19:04,等々力陸上競技場,12431,晴,16.8,37.0,川崎フロンターレ,kawasakif,名古屋グランパス,nagoya,1,0,1,0,0,0,12,9,13,8,5,21
15703,2014/03/23,19:04,味の素スタジアム,23172,晴,9.6,54.0,ＦＣ東京,ftokyo,川崎フロンターレ,kawasakif,0,0,0,4,2,2,6,5,18,12,7,10
15702,2014/03/23,16:03,万博記念競技場,18301,晴,13.9,40.0,ガンバ大阪,gosaka,サンフレッチェ広島,hiroshima,1,1,0,1,0,1,12,6,14,14,6,15
15701,2014/03/23,15:04,名古屋市瑞穂陸上競技場,10737,晴,16.4,24.0,名古屋グランパス,nagoya,ヴィッセル神戸,kobe,2,1,1,1,1,0,10,5,20,6,3,7
15699,2014/03/23,15:04,埼玉スタジアム２００２,0,晴,16.2,23.0,浦和レッズ,urawa,清水エスパルス,shimizu,1,0,1,1,1,0,17,3,17,6,1,16
15698,2014/03/23,15:04,県立カシマサッカースタジアム,32099,晴,13.9,38.0,鹿島アントラーズ,kashima,セレッソ大阪,cosaka,0,0,0,2,1,1,16,6,15,12,3,15
15700,2014/03/23,15:03,ＮＡＣＫ５スタジアム大宮,10465,晴,16.9,12.0,大宮アルディージャ,omiya,ベガルタ仙台,sendai,4,2,2,0,0,0,8,0,16,10,9,16
15697,2014/03/23,14:04,鳴門・大塚スポーツパークポカリスエットスタジアム,8097,晴,12.4,45.0,徳島ヴォルティス,tokushima,柏レイソル,kashiwa,0,0,0,2,0,2,4,1,17,9,2,18
15696,2014/03/23,14:04,山梨中銀スタジアム,12281,晴,17.8,12.0,ヴァンフォーレ甲府,kofu,横浜Ｆ・マリノス,yokohamafm,1,0,1,0,0,0,6,3,14,4,3,17
15695,2014/03/23,13:03,デンカビッグスワンスタジアム,21278,晴,11.8,49.0,アルビレックス新潟,niigata,サガン鳥栖,tosu,1,1,0,0,0,0,8,3,12,16,6,25
15694,2014/03/15,19:04,ノエビアスタジアム神戸,10089,晴,8.3,45.0,ヴィッセル神戸,kobe,ＦＣ東京,ftokyo,2,0,2,1,0,1,10,4,18,20,7,19
15693,2014/03/15,17:04,ユアテックスタジアム仙台,13380,曇,5.6,59.0,ベガルタ仙台,sendai,ガンバ大阪,gosaka,0,0,0,0,0,0,11,7,19,1,1,14
15691,2014/03/15,15:04,ヤンマースタジアム長居,20323,晴,9.6,36.0,セレッソ大阪,cosaka,清水エスパルス,shimizu,4,2,2,1,1,0,17,7,9,7,5,18
15692,2014/03/15,15:04,ベストアメニティスタジアム,13013,晴,13.4,32.0,サガン鳥栖,tosu,鹿島アントラーズ,kashima,0,0,0,3,1,2,8,6,14,10,5,20
15970,2014/12/08,19:03,県立カシマサッカースタジアム,2104,晴,7.0,63.0,アルビレックス新潟,niigata,柏レイソル,kashiwa,0,0,0,2,0,2,12,5,8,14,6,16
