id,game_day,kickoff_time,stadium_name,spectators_num,weather,temperature,humidity,home_team_name,home_team_id,away_team_name,away_team_id,home_score,home_score_1st,home_score_2nd,away_score,away_score_1st,away_score_2nd,home_sh,home_ck,home_fk,away_sh,away_ck,away_fk
17894,2016/02/27,14:03,ヤマハスタジアム（磐田）,14333,晴,13.0,34.0,ジュビロ磐田,iwata,名古屋グランパス,nagoya,0,0,0,1,1,0,9,5,18,17,8,23
17937,2016/04/02,18:34,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,8052,曇,12.9,66.0,湘南ベルマーレ,shonan,ヴィッセル神戸,kobe,1,1,0,2,2,0,15,5,22,6,5,15
17935,2016/04/02,16:04,ＮＡＣＫ５スタジアム大宮,11271,曇,15.2,52.0,大宮アルディージャ,omiya,ジュビロ磐田,iwata,1,0,1,1,1,0,7,7,19,11,10,17
17936,2016/04/02,16:03,味の素スタジアム,20249,曇,13.7,53.0,ＦＣ東京,ftokyo,名古屋グランパス,nagoya,3,1,2,2,1,1,13,9,15,11,4,20
17934,2016/04/02,15:04,ベストアメニティスタジアム,9144,晴,23.7,48.0,サガン鳥栖,tosu,柏レイソル,kashiwa,1,1,0,1,0,1,8,6,19,9,3,12
17933,2016/04/02,15:03,等々力陸上競技場,23955,曇,16.2,53.0,川崎フロンターレ,kawasakif,鹿島アントラーズ,kashima,1,1,0,1,1,0,9,5,24,16,8,14
17932,2016/04/02,14:03,レベルファイブスタジアム,9479,晴時々曇,22.3,58.0,アビスパ福岡,fukuoka,アルビレックス新潟,niigata,0,0,0,1,1,0,10,0,17,8,3,18
17930,2016/04/01,19:34,埼玉スタジアム２００２,22766,曇,13.3,58.0,浦和レッズ,urawa,ヴァンフォーレ甲府,kofu,2,0,2,1,0,1,23,8,13,3,0,9
17931,2016/04/01,19:34,エディオンスタジアム広島,9587,曇,15.4,84.0,サンフレッチェ広島,hiroshima,ベガルタ仙台,sendai,3,0,3,0,0,0,22,3,7,9,2,9
17929,2016/03/20,16:04,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,14419,曇のち雨,13.1,67.0,湘南ベルマーレ,shonan,浦和レッズ,urawa,0,0,0,2,1,1,4,5,18,8,6,17
17928,2016/03/20,16:04,ＮＡＣＫ５スタジアム大宮,13452,晴,16.5,32.0,大宮アルディージャ,omiya,サンフレッチェ広島,hiroshima,1,0,1,5,2,3,11,4,7,13,6,13
17927,2016/03/19,19:04,ヤマハスタジアム（磐田）,11002,晴,18.3,87.0,ジュビロ磐田,iwata,アビスパ福岡,fukuoka,2,1,1,2,2,0,10,7,23,8,3,17
17926,2016/03/19,16:05,ノエビアスタジアム神戸,16026,曇のち晴,18.0,69.0,ヴィッセル神戸,kobe,ガンバ大阪,gosaka,2,1,1,1,0,1,13,2,10,5,4,17
17925,2016/03/19,15:04,県立カシマサッカースタジアム,15996,曇一時雨,18.2,85.0,鹿島アントラーズ,kashima,ＦＣ東京,ftokyo,2,0,2,0,0,0,15,5,20,9,2,19
17922,2016/03/19,14:04,山梨中銀スタジアム,9567,晴,21.9,58.0,ヴァンフォーレ甲府,kofu,川崎フロンターレ,kawasakif,0,0,0,4,2,2,9,7,9,12,3,18
17924,2016/03/19,14:04,パロマ瑞穂スタジアム,9232,晴,21.8,62.0,名古屋グランパス,nagoya,ベガルタ仙台,sendai,2,1,1,1,0,1,5,5,13,6,2,16
18162,2016/09/25,15:05,埼玉スタジアム２００２,37005,晴,26.0,76.0,浦和レッズ,urawa,サンフレッチェ広島,hiroshima,3,1,2,0,0,0,11,2,14,15,9,17
