id,game_day,kickoff_time,stadium_name,spectators_num,weather,temperature,humidity,home_team_name,home_team_id,away_team_name,away_team_id,home_score,home_score_1st,home_score_2nd,away_score,away_score_1st,away_score_2nd,home_sh,home_ck,home_fk,away_sh,away_ck,away_fk
20745,2018/02/23,20:03,ベストアメニティスタジアム,19633,晴,6.6,57.0,サガン鳥栖,tosu,ヴィッセル神戸,kobe,1,1,0,1,0,1,6,2,16,12,12,16
20786,2018/03/31,16:03,等々力陸上競技場,24018,晴,16.6,51.0,川崎フロンターレ,kawasakif,サンフレッチェ広島,hiroshima,0,0,0,1,0,1,8,4,28,7,4,15
20784,2018/03/31,15:03,県立カシマサッカースタジアム,19629,晴,15.4,46.0,鹿島アントラーズ,kashima,北海道コンサドーレ札幌,sapporo,0,0,0,0,0,0,12,4,25,12,10,15
20785,2018/03/31,15:03,味の素スタジアム,21940,晴,18.1,46.0,ＦＣ東京,ftokyo,ガンバ大阪,gosaka,3,2,1,2,1,1,7,1,11,15,7,18
20783,2018/03/31,14:03,ＩＡＩスタジアム日本平,17032,曇,17.0,54.0,清水エスパルス,shimizu,横浜Ｆ・マリノス,yokohamafm,0,0,0,1,1,0,5,7,15,7,7,14
20782,2018/03/31,14:03,ユアテックスタジアム仙台,13158,晴,12.5,25.0,ベガルタ仙台,sendai,Ｖ・ファーレン長崎,nagasaki,1,1,0,0,0,0,6,3,20,12,4,20
20781,2018/03/30,19:33,三協フロンテア柏スタジアム,9642,晴,13.8,41.0,柏レイソル,kashiwa,ヴィッセル神戸,kobe,2,0,2,1,0,1,9,4,14,9,8,9
20780,2018/03/18,19:03,豊田スタジアム,25898,曇,13.8,56.0,名古屋グランパス,nagoya,川崎フロンターレ,kawasakif,0,0,0,1,0,1,6,4,18,8,5,12
20776,2018/03/18,16:04,埼玉スタジアム２００２,33168,曇,16.0,46.0,浦和レッズ,urawa,横浜Ｆ・マリノス,yokohamafm,0,0,0,1,0,1,8,4,18,9,9,26
20778,2018/03/18,16:03,エディオンスタジアム広島,16962,曇,20.0,64.0,サンフレッチェ広島,hiroshima,ジュビロ磐田,iwata,0,0,0,0,0,0,8,3,19,9,2,19
20777,2018/03/18,16:03,ノエビアスタジアム神戸,20108,晴,17.8,51.0,ヴィッセル神戸,kobe,セレッソ大阪,cosaka,2,1,1,0,0,0,14,3,12,11,3,13
20779,2018/03/18,16:03,ベストアメニティスタジアム,17757,晴のち曇,19.8,45.0,サガン鳥栖,tosu,鹿島アントラーズ,kashima,0,0,0,1,1,0,8,10,17,7,3,17
20774,2018/03/18,15:03,味の素スタジアム,16568,曇,17.4,40.0,ＦＣ東京,ftokyo,湘南ベルマーレ,shonan,1,0,1,0,0,0,12,5,16,2,2,16
20775,2018/03/18,15:03,パナソニック スタジアム 吹田,21758,曇,18.4,46.0,ガンバ大阪,gosaka,柏レイソル,kashiwa,2,1,1,2,2,0,7,2,7,19,7,12
20772,2018/03/18,14:03,札幌ドーム,13568,屋内,23.0,41.0,北海道コンサドーレ札幌,sapporo,Ｖ・ファーレン長崎,nagasaki,2,0,2,1,0,1,10,6,17,15,4,14
20773,2018/03/18,14:03,ＩＡＩスタジアム日本平,13965,晴,17.3,42.0,清水エスパルス,shimizu,ベガルタ仙台,sendai,1,1,0,1,0,1,7,3,18,9,10,22
21011,2018/10/20,16:04,Ｓｈｏｎａｎ ＢＭＷ スタジアム平塚,11982,晴のち曇,21.1,47.0,湘南ベルマーレ,shonan,北海道コンサドーレ札幌,sapporo,2,1,1,2,0,2,8,6,18,22,5,11
21044,2018/12/01,14:04,埼玉スタジアム２００２,46770,晴,17.3,37.0,浦和レッズ,urawa,ＦＣ東京,ftokyo,3,1,2,2,0,2,10,3,16,13,5,13
21049,2018/12/01,14:04,ノエビアスタジアム神戸,24517,晴,17.4,39.0,ヴィッセル神戸,kobe,ベガルタ仙台,sendai,3,1,2,2,0,2,18,2,17,13,4,13
21045,2018/12/01,14:04,三協フロンテア柏スタジアム,13067,晴,20.5,24.0,柏レイソル,kashiwa,ガンバ大阪,gosaka,4,2,2,2,1,1,16,5,10,17,8,18
21050,2018/12/01,14:03,トランスコスモススタジアム長崎,12198,晴のち曇,21.9,44.0,Ｖ・ファーレン長崎,nagasaki,清水エスパルス,shimizu,4,2,2,4,1,3,19,7,16,14,4,10
21047,2018/12/01,14:03,日産スタジアム,30608,晴,17.0,42.0,横浜Ｆ・マリノス,yokohamafm,セレッソ大阪,cosaka,1,0,1,2,0,2,15,6,17,22,5,17
21048,2018/12/01,14:03,パロマ瑞穂スタジアム,19840,晴時々曇,17.0,34.0,名古屋グランパス,nagoya,湘南ベルマーレ,shonan,2,0,2,2,2,0,9,4,22,8,5,15
21042,2018/12/01,14:03,札幌ドーム,34250,屋内,21.4,43.0,北海道コンサドーレ札幌,sapporo,サンフレッチェ広島,hiroshima,2,2,0,2,1,1,12,0,11,14,7,18
21046,2018/12/01,14:03,等々力陸上競技場,24062,晴,17.8,42.0,川崎フロンターレ,kawasakif,ジュビロ磐田,iwata,2,0,2,1,0,1,9,9,9,6,2,14
21043,2018/12/01,14:03,県立カシマサッカースタジアム,31619,晴,15.9,49.0,鹿島アントラーズ,kashima,サガン鳥栖,tosu,0,0,0,0,0,0,8,7,17,8,3,26
21037,2018/11/24,14:05,ヤマハスタジアム（磐田）,14051,晴,19.6,24.0,ジュビロ磐田,iwata,北海道コンサドーレ札幌,sapporo,0,0,0,2,1,1,8,2,20,10,0,16
21036,2018/11/24,14:04,ＩＡＩスタジアム日本平,20109,晴,14.7,56.0,清水エスパルス,shimizu,ヴィッセル神戸,kobe,3,1,2,3,1,2,11,11,14,8,1,19
