id,game_day,kickoff_time,stadium_name,spectators_num,weather,temperature,humidity,home_team_name,home_team_id,away_team_name,away_team_id,home_score,home_score_1st,home_score_2nd,away_score,away_score_1st,away_score_2nd,home_sh,home_ck,home_fk,away_sh,away_ck,away_fk
19090,2017/03/04,19:03,ニッパツ三ツ沢球技場,12740,晴,10.6,51.0,横浜Ｆ・マリノス,yokohamafm,北海道コンサドーレ札幌,sapporo,3,0,3,0,0,0,13,2,16,10,11,10
19089,2017/03/04,16:03,ノエビアスタジアム神戸,25278,晴,13.6,49.0,ヴィッセル神戸,kobe,アルビレックス新潟,niigata,2,1,1,1,0,1,11,3,12,15,6,15
19087,2017/03/04,15:04,味の素スタジアム,27259,晴,18.4,35.0,ＦＣ東京,ftokyo,大宮アルディージャ,omiya,2,0,2,0,0,0,5,4,16,8,6,13
19088,2017/03/04,15:03,ヤマハスタジアム（磐田）,14554,晴,17.5,21.0,ジュビロ磐田,iwata,ベガルタ仙台,sendai,0,0,0,1,0,1,10,10,7,10,6,12
19086,2017/03/04,14:04,エディオンスタジアム広島,13489,晴,17.0,29.0,サンフレッチェ広島,hiroshima,清水エスパルス,shimizu,0,0,0,1,0,1,10,4,7,8,4,4
19085,2017/03/04,14:04,山梨中銀スタジアム,13199,晴,15.5,36.0,ヴァンフォーレ甲府,kofu,鹿島アントラーズ,kashima,0,0,0,1,0,1,2,4,13,10,5,11
19084,2017/03/04,14:01,埼玉スタジアム２００２,43826,晴,13.4,39.0,浦和レッズ,urawa,セレッソ大阪,cosaka,3,2,1,1,0,1,7,2,15,8,2,13
19083,2017/02/26,17:03,市立吹田サッカースタジアム,21284,曇,9.6,35.0,ガンバ大阪,gosaka,ヴァンフォーレ甲府,kofu,1,0,1,1,0,1,16,6,10,8,0,12
19082,2017/02/25,16:03,ＮＡＣＫ５スタジアム大宮,11962,晴,15.5,26.0,大宮アルディージャ,omiya,川崎フロンターレ,kawasakif,0,0,0,2,0,2,9,7,16,8,5,10
19081,2017/02/25,15:03,ヤンマースタジアム長居,33208,晴,9.7,41.0,セレッソ大阪,cosaka,ジュビロ磐田,iwata,0,0,0,0,0,0,9,1,10,7,4,12
19080,2017/02/25,14:05,ベストアメニティスタジアム,14355,晴,14.8,34.0,サガン鳥栖,tosu,柏レイソル,kashiwa,1,1,0,3,0,3,7,4,21,12,7,17
19079,2017/02/25,14:04,エディオンスタジアム広島,17545,晴,11.2,45.0,サンフレッチェ広島,hiroshima,アルビレックス新潟,niigata,1,0,1,1,0,1,17,6,20,9,7,10
19076,2017/02/25,14:04,ユアテックスタジアム仙台,17230,曇,10.6,36.0,ベガルタ仙台,sendai,北海道コンサドーレ札幌,sapporo,1,0,1,0,0,0,12,5,16,7,2,11
19077,2017/02/25,14:04,県立カシマサッカースタジアム,28240,晴,10.1,63.0,鹿島アントラーズ,kashima,ＦＣ東京,ftokyo,0,0,0,1,0,1,6,12,11,7,8,21
19078,2017/02/25,14:04,ＩＡＩスタジアム日本平,17861,晴,15.0,40.0,清水エスパルス,shimizu,ヴィッセル神戸,kobe,0,0,0,1,0,1,6,2,14,8,7,17
19075,2017/02/25,12:35,日産スタジアム,39284,晴,10.2,45.0,横浜Ｆ・マリノス,yokohamafm,浦和レッズ,urawa,3,1,2,2,0,2,14,3,16,15,5,21
19375,2017/12/02,14:05,味の素スタジアム,30548,晴,12.5,41.0,ＦＣ東京,ftokyo,ガンバ大阪,gosaka,0,0,0,0,0,0,14,4,13,2,9,12
19372,2017/12/02,14:04,札幌ドーム,27796,屋内,22.6,42.0,北海道コンサドーレ札幌,sapporo,サガン鳥栖,tosu,3,2,1,2,1,1,9,4,27,7,5,19
19373,2017/12/02,14:04,埼玉スタジアム２００２,41618,晴,12.2,35.0,浦和レッズ,urawa,横浜Ｆ・マリノス,yokohamafm,0,0,0,1,0,1,8,7,14,10,4,13
19378,2017/12/02,14:04,デンカビッグスワンスタジアム,19684,晴,6.7,60.0,アルビレックス新潟,niigata,セレッソ大阪,cosaka,1,0,1,0,0,0,12,8,12,9,5,8
19374,2017/12/02,14:03,日立柏サッカー場,13235,晴,15.1,20.0,柏レイソル,kashiwa,サンフレッチェ広島,hiroshima,1,0,1,0,0,0,16,7,15,12,3,17
19377,2017/12/02,14:03,山梨中銀スタジアム,14680,晴,18.3,34.0,ヴァンフォーレ甲府,kofu,ベガルタ仙台,sendai,1,0,1,0,0,0,19,8,11,13,4,19
19379,2017/12/02,14:03,ヤマハスタジアム（磐田）,14696,晴,17.7,30.0,ジュビロ磐田,iwata,鹿島アントラーズ,kashima,0,0,0,0,0,0,10,8,21,11,5,12
19376,2017/12/02,14:03,等々力陸上競技場,25904,晴,11.7,40.0,川崎フロンターレ,kawasakif,大宮アルディージャ,omiya,5,2,3,0,0,0,11,6,16,10,8,9
19380,2017/12/02,14:03,神戸総合運動公園ユニバー記念競技場,17174,晴,13.3,44.0,ヴィッセル神戸,kobe,清水エスパルス,shimizu,1,1,0,3,2,1,12,4,16,8,4,20
19370,2017/11/29,19:33,埼玉スタジアム２００２,24605,晴,15.8,49.0,浦和レッズ,urawa,川崎フロンターレ,kawasakif,0,0,0,1,1,0,8,6,25,7,1,17
19367,2017/11/26,13:05,エディオンスタジアム広島,22333,曇,21.0,53.0,サンフレッチェ広島,hiroshima,ＦＣ東京,ftokyo,2,1,1,1,0,1,13,5,9,9,4,13
19369,2017/11/26,13:05,県立カシマサッカースタジアム,36080,晴,18.5,37.0,鹿島アントラーズ,kashima,柏レイソル,kashiwa,0,0,0,0,0,0,23,13,14,4,8,19
19363,2017/11/26,13:05,ユアテックスタジアム仙台,18059,晴,12.9,50.0,ベガルタ仙台,sendai,横浜Ｆ・マリノス,yokohamafm,2,2,0,2,1,1,23,7,13,10,6,17
19368,2017/11/26,13:04,ベストアメニティスタジアム,16564,曇,14.7,72.0,サガン鳥栖,tosu,ジュビロ磐田,iwata,0,0,0,2,1,1,6,4,24,12,4,18
